id,text
rn-1790-00098," XLVI. When the ship is in Foreign Parts, where there are no Naval Officers, and there shall be an absolute Necessity to careen her, the Captain is to do it with the best Husbandry, and not to hire any Master shipWrights to supervise the Work, which is to be done by the Carpenter of the ship.
"
rn-1790-00099," XLVII. He is not to hire any Vessels for careening the ship, or receiving her stores or Provisions, unless the same be absolutely necessary; and in that Case not to take more Tonnage than is needful ; nor to keep the same longer than the service will want ; all which is to be proved by Certificates from the signing Officers, and that the Rates the Vessels were hired at were as reasonable as could be procured in those Parts ; and the said Certificates are to mention the Tonnage of the Vessels, Number of Men belonging to them, the services they have been employed on, and the Time employed upon each distinct service.
"
rn-1790-00100," XLVIII. He is never to cause the ship to be painted either within Board or without, nor to bring any Charge in his Accounts for commission- Money, nor to bream the ship with old Junk, old Ropes, or Tar, when Brush or other Materials can be had; and what old masts, spars, Deals, and other Things remain after the Cleaning is over, are to be charged on the proper Offices for future use. 
"
rn-1790-00101," XLIX. None are to be employed, but the Company of the ship, in careening and refitting her ; but if, by reason of Death or sickness, there shall be an absolute Necessity of hiring any sort of Artificers from the shore, their Names are to be entered on a List, and they are to be daily mustered, and kept to their Works, and discharged as soon as they can be spared : And as they are to be hired on the cheapest Terms, so they are to be paid by the said List, in the Presence of two or more commission or Warrant Officers, who are to attest the said Payments. 
"
rn-1790-00102," L. And to encourage such Carpenters, shipwrights, Caulkers, as serve in His Majesty's ships in Foreign Parts, and shall be employed in Working, either in their own or other ships of His Majesty, while they are refitting, the Captain of the ship, which they work upon, shall make them the following Allowance by the Day, viz. To Barbadoes, East-Indies, Antegoa, and Jamaica, and other Parts Coast of Africa. of the Weft-Indies. All other Foreign Parts. sterling. sterling. s.  d.  l. s.  d.  l. s.  d. To Master Carpenters, Carpenters Mates, shipwrights, and Caulkers, for working on Board the ship they belong to, in Caulking and Fitting her for the Careen, and Careening, and Graving or Tallowing her, - For working on Board any] other of His Majesty's ships.
"
rn-1790-00103," LI. But to prevent any Abuse of this Encouragement, it is here declared , that there shall be no more allowed for the aforesaid Caulking a ship, fitting her for the Careen, Graving or Tallowing her, or other necessary Works for each Careening or Cleaning, than what amounts to the Labour of the following Number of Men for one Day, viz. Rate. Menfor a Day. For aft 2d 1 1 1 - 570. 500. For ( 38 ) Rate. Menfor a Day. For a 3d of 80 Guns 70 4th 60 50 5th 40 30 6th 20 sloops - t 1 440. 308. 252. 200. 160. 2 1 1 1 140. 90. 32. To take up Money Abroad at change.
"
rn-1790-00104," LII. When there shall be an indispensible Necessity of taking up Money for the Use of the ship, the Captain is to make his Intentions of doing it publickly known, and to negotiate it at the best Exchange, which he is to get certified by the Governor or Consul, where there are any, or else by two or three of the most eminent Merchants of the Place. 
"
rn-1790-00105," LIII. He is to give timely Notice to the proper Office of what Bills he draws upon the same, with the Reasons thereof, and to send home with the said Bills, or as soon after as may be, Duplicates of his Accounts, and his Vouchers for the Disbursements of the said Money, taking Care that all Payments be witnessed by two or more commission or Warrant Officers, and that the Receipts do express the Quality, Quantity, and Price of each species bought, with the exact size, Length, and Weight of Cordage ; and that the Governor, Consul, or Merchants as aforesaid, do certify, that the Bargains were according to the Market Price.
"
rn-1790-00106," LIV. He is to take Care that all bought stores be delivered into the Custody of the proper Officers, taking their Receipts, and to charge the same against them in his Books, and to send Copies of the said Charge, by the first Opportunity, to the proper Office .
"
rn-1790-00107," LV. Upon the Death of any Officer, he is immediately to cause an Inventory to be taken of all his Books and Papers, as well public as private, in the Presence of (at least ) two of the signing Officers, and to have the same attested by them: He is to see the said Books and Papers carefully sealed up, and preserved for the use of the Executors, or such as shall have a Right to demand them ; to whom, with the Inventory, they are to be delivered.
"
rn-1790-00108," LVI. When any Officer, who has the Custody of stores or Provisions, shall die, or be removed or suspended from his Employment, he is to cause an exact survey to be forthwith taken of the Remains of such stores or Provisions, and an Inventory of the same, in Words at Length, to be attested and signed by the successor, (who is to keep a Duplicate thereof) and also by the surveying Officers, (who are to be so exact and careful in taking the survey, as to be justified on Oath, if required) which he is to transmit, by the first Opportunity, to the proper Office, to remain there as a Charge against him. If the ship is in Company with other Men of War, he must apply to the Commander in Chief, or to the senior Officer, to order the said survey.
"
rn-1790-00109," LVII. In Case he shall be removed himself into another ship, he is to shew the Originals of all such Orders as have been sent to him, and remain unexecuted, to his successor, and leave with him attested Copies of the same, which shall be sufficient Warrant to his said successor, to put them in Execution. 
"
