id,text,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10
rn-1790-00379," the surgeon. article i. when a surgeon is wanted to serve in any of his majesty's ships, he is to provide himself with instruments and a chest of medicines, according to the rules of the navy, and present the same to be viewed by the physicians in the commission of sick and wounded, or, (if there be none) by the physician of greenwich hospital in conjunction with the governors of the surgeons company ; who are to take care that all the instruments, drugs and medicines, be of the sorts, goodness and quantity required, and to give him a certificate thereof. and when the survey is over the chest is to be locked, and the seals of the physician and of the surgeons company is to be affixed thereto, in such manner as to prevent its being afterwards opened, before it comes on board ; nor is the captain to admit any chest into the ship, without those marks upon it.
",,,,,,,,,,
rn-1790-00380," ii. the like method is to be taken in surveying the remains, and recruiting the chest in london; but in the out-ports, the physician and surgeon of the sick and wounded at the port are to make the survey ; or if there be none such, the surgeon of the yard is to do it singly, and to observe the same methods as in the preceding article, taking care to destroy all such medicines or drugs as shall be found in the chest not fit for use.
",,,,,,,,,,
rn-1790-00381," iii. he is to provide himself, before his going on board, with a competent number of printed sick tickets, which will be delivered to him at the sick and wounded office ; and a sufficient number of smart tickets from the office of clerk of the acts.
",,,,,,,,,,
rn-1790-00382," iv. he is to examine the necessaries sent on board for of the faries , and the use of the sick men, and if they are not good in their kind to acquaint the captain, that he may represent the matter to the navy board. he is to keep the said necessaries in his custody, and not embezzle or misapply any part thereof, but take care that they be well husbanded, and duly served out for the relief of the sick men. 
",,,,,,,,,,
rn-1790-00383," v.  the men under his care (at least) twice a day, and oftner, if their circumstances require it ; and, at other times, to distribute his mates and assistants amongst them, that none may want due attendance and relief.
",,,,,,,,,,
rn-1790-00384," vi. in cases that are difficult, if there be a physician in the squadron, he is to resort to him for advice, and follow his prescriptions.
",,,,,,,,,,
rn-1790-00385," vii. he is to inform the captain every day of the condition of his patients, especially if any of the distempers are infectious, that they may be sent out of the ship, or (if that cannot be done) separated from the rest.
",,,,,,,,,,
rn-1790-00386," viii. when any sick men are ordered ashore to the hospital, or on board the hospital ship attending the squadron, he is to send along with them to the surgeon, an account (in writing) of the time and manner of their being taken ill, and the methods used towards treatment. 
",,,,,,,,,,
rn-1790-00387," ix. in an engagement he is to keep himself in the hold, where a platform is to be prepared for the reception of the wounded men ; and himself, and his mates and assistants, are to be ready, and have every thing at hand for ftopping their blood, and dreffing their wounds.
",,,,,,,,,,
rn-1790-00388," x. he is to keep a day-book of his practice, noting therein the names of the men that come under his care ; their hurts or distempers ; the day they were taken ill , and the day of their recovery, removal, or death ; together with his prescriptions and methods of treatment while under cure.
",,,,,,,,,,
rn-1790-00389," ix. he is from the said day book, to compose two journals, the one of his physical practice in diseases the other of his chirurgical operations in cases of wounds or hurts; and at the , to deliver the first to the physicians in the commission of sick and wounded, or (if there be no such) to the physician of greenwich hospital, and the latter to the governors of the surgeons company, who are to examine the same, and certify their judgment thereupon. 
",,,,,,,,,,
